OPEID - Price,OPEID - 300,Name,NetPrice,DefRate,Program Length,College Type,Defaults,Loans
108102,1081,Arizona State University-Polytechnic,12370,6.5,8,1,1210,18571
239400,2394,Winona State University,17109,3.4,8,1,79,2300
207200,2072,Frostburg State University,13208,9.4,8,1,131,1387
283800,2838,Stony Brook University,13615,2.7,8,1,120,4290
108500,1085,University of Arkansas at Monticello,10025,17.8,8,1,220,1234
316300,3163,Northwestern Oklahoma State University,8778,11.3,8,1,59,522
300800,3008,Valley City State University,12073,8.5,8,1,28,328
366100,3661,The University of Texas at El Paso,5713,11.4,8,1,615,5389
237500,2375,Southwest Minnesota State University,14824,4.7,8,1,46,971
332907,3329,Pennsylvania State University-Penn State DuBois,14600,5.1,8,1,983,19227
331500,3315,Bloomsburg University of Pennsylvania,16027,6.2,8,1,164,2613
984100,9841,University of North Florida,13484,3.4,8,1,120,3448
132000,1320,University of California-Santa Barbara,15149,2.4,8,1,89,3696
215100,2151,Benjamin Franklin Institute of Technology,16994,18.5,6,2,53,285
218000,2180,Massachusetts College of Art and Design,21695,4.8,8,1,24,490
104700,1047,Troy University,10283,10.4,8,1,747,7139
232500,2325,University of Michigan-Ann Arbor,16107,1.5,8,1,92,5862
337902,3379,University of Pittsburgh-Johnstown,17804,3.5,8,1,261,7252
301800,3018,Bowling Green State University-Main Campus,17313,8.7,8,1,419,4779
394300,3943,University of Puerto Rico-Humacao,5432,10.1,6,1,14,138
373200,3732,Radford University,14084,5.8,8,1,144,2453
3101300,31013,Granite State College,13922,11.3,8,1,101,893
376400,3764,Virginia State University,15266,16.2,8,1,331,2043
332906,3329,Pennsylvania State University-Penn State Berks,20767,5.1,8,1,983,19227
285300,2853,SUNY Maritime College,16301,3,8,1,11,359
348700,3487,East Tennessee State University,14915,9.5,8,1,362,3774
238800,2388,University of Minnesota-Duluth,15664,2.7,8,1,74,2705
100900,1009,Auburn University,21698,3,8,1,114,3750
332904,3329,Pennsylvania State University-Penn State Beaver,16799,5.1,8,1,983,19227
312500,3125,University of Cincinnati-Main Campus,19978,6.9,8,1,708,10124
229000,2290,Michigan State University,14970,2.9,8,1,248,8442
204100,2041,University of Maine at Fort Kent,13121,8.3,6,1,21,251
237700,2377,Saint Cloud State University,13582,5.3,8,1,204,3846
303200,3032,Cleveland State University,15555,8.1,8,1,387,4766
312501,3125,University of Cincinnati-Clermont College,12905,6.9,8,1,708,10124
181400,1814,Indiana University-Kokomo,8718,7.2,8,1,69,946
218500,2185,Framingham State University,17039,4.6,8,1,55,1192
137800,1378,Central Connecticut State University,14852,6,8,1,170,2818
389700,3897,University of Wisconsin Colleges,8171,11.5,6,1,453,3928
134900,1349,University of Northern Colorado,13065,4.7,8,1,147,3089
345000,3450,University of South Carolina-Beaufort,14592,6.5,6,1,37,567
218900,2189,Westfield State University,15593,3.8,8,1,66,1712
157200,1572,Georgia Southern University,16121,6.4,8,1,351,5464
239600,2396,Alcorn State University,14600,19.5,8,1,291,1485
265100,2651,Eastern New Mexico University-Main Campus,10481,12.7,8,1,157,1235
218100,2181,Massachusetts Maritime Academy,14035,2,8,1,7,348
305100,3051,Kent State University at Kent,18180,9.7,8,1,1097,11219
367500,3675,University of Utah,11322,3.1,8,1,167,5371
153700,1537,University of South Florida-Main Campus,11398,3.4,8,1,363,10483
337900,3379,University of Pittsburgh-Pittsburgh Campus,23572,3.5,8,1,261,7252
378700,3787,Seattle Central College,4967,17.3,6,1,52,300
381200,3812,Fairmont State University,8738,10.8,8,1,147,1349
233000,2330,Western Michigan University,15489,6.6,8,1,400,6023
194800,1948,University of Kansas,18014,5,8,1,259,5175
242200,2422,Mississippi University for Women,10018,8.9,8,1,87,969
332908,3329,Pennsylvania State University-Penn State Fayette- Eberly,12899,5.1,8,1,983,19227
141700,1417,University of Connecticut,19064,2.5,8,1,142,5492
3016000,30160,University of Puerto Rico-Carolina,6321,9.3,6,1,20,215
151000,1510,Northwest Florida State College,8751,15.4,6,1,71,459
177600,1776,University of Illinois at Chicago,11571,2.6,8,1,154,5796
994200,9942,Shawnee State University,13632,17.5,8,1,298,1698
310004,3100,Ohio University-Southern Campus,9668,9.7,8,1,946,9731
134800,1348,Colorado School of Mines,25097,1.4,8,1,12,819
153500,1535,University of Florida,14761,1.9,8,1,139,7184
375300,3753,Virginia Military Institute,16195,2.8,6,1,8,278
205500,2055,University of Maine at Machias,9766,16.8,6,1,33,196
1116300,11163,The University of Texas at Tyler,12492,5.7,8,1,108,1878
245400,2454,University of Central Missouri,13567,8.4,8,1,279,3319
285400,2854,SUNY College of Technology at Alfred,14336,8,6,1,105,1304
131300,1313,University of California-Davis,16039,2,8,1,115,5620
346600,3466,Northern State University,14341,9.2,8,1,58,627
368300,3683,Castleton University,16118,6.4,8,1,42,647
312502,3125,University of Cincinnati-Blue Ash College,11871,6.9,8,1,708,10124
184300,1843,Vincennes University,9922,23.2,6,1,745,3205
402700,4027,Utah Valley University,6738,7.8,8,1,454,5811
934400,9344,Ramapo College of New Jersey,15681,4.3,8,1,62,1430
377100,3771,Central Washington University,14080,6.5,8,1,207,3144
367800,3678,Southern Utah University,14024,5.4,8,1,85,1552
197600,1976,Morehead State University,11296,10.6,8,1,268,2513
292300,2923,East Carolina University,12817,5,8,1,301,5909
332800,3328,West Chester University of Pennsylvania,18651,4.1,8,1,154,3692
1107400,11074,Bainbridge State College,3574,23.4,6,1,280,1195
377300,3773,Clark College,7319,17.4,6,1,377,2155
265700,2657,New Mexico State University-Main Campus,10213,17.1,8,1,848,4938
244000,2440,University of Mississippi,14678,8.1,8,1,326,3989
378000,3780,Green River College,8902,15.7,6,1,140,891
285100,2851,SUNY College of Environmental Science and Forestry,18079,2.6,8,1,12,455
154400,1544,Albany State University,12183,14.1,8,1,579,4081
695100,6951,University of South Carolina-Upstate,14446,6.5,8,1,118,1790
189200,1892,University of Iowa,14161,2.6,8,1,137,5118
259000,2590,Keene State College,18647,4.6,8,1,63,1366
395600,3956,Dalton State College,6187,12.1,6,1,103,850
295400,2954,University of North Carolina at Pembroke,10566,8.6,8,1,166,1923
382800,3828,West Virginia University at Parkersburg,8121,19,6,1,160,839
226800,2268,Grand Valley State University,15904,3.9,8,1,233,5954
147200,1472,Chipola College,4362,4.2,6,1,2,47
147100,1471,College of Central Florida,9337,16.3,6,1,338,2063
309000,3090,Ohio State University-Main Campus,17971,5,8,1,585,11670
285000,2850,SUNY College at Potsdam,14209,5.7,8,1,73,1280
131600,1316,University of California-Riverside,12841,2.8,8,1,124,4427
148900,1489,Florida State University,16506,3.4,8,1,268,7724
232900,2329,Wayne State University,11910,8.2,8,1,625,7545
181600,1816,Indiana University-South Bend,9734,8.7,8,1,160,1833
389500,3895,University of Wisconsin-Madison,15874,1.7,8,1,99,5700
319300,3193,Eastern Oregon University,14973,9.4,8,1,120,1265
332910,3329,Pennsylvania State University-Penn State Greater Allegheny,15227,5.1,8,1,983,19227
153701,1537,University of South Florida-St Petersburg,11150,3.4,8,1,363,10483
128400,1284,Santa Ana College,5912,9.8,6,1,18,183
262900,2629,Rutgers University-New Brunswick,15614,3.6,8,1,503,13944
815500,8155,The Evergreen State College,13367,7.8,8,1,103,1305
186900,1869,Iowa State University,13623,3.4,8,1,205,5940
332902,3329,Pennsylvania State University-Penn State Lehigh Valley,13165,5.1,8,1,983,19227
1172700,11727,Delaware Technical Community College-Terry,7003,13.4,6,1,242,1796
244100,2441,University of Southern Mississippi,11916,9.7,8,1,420,4313
380900,3809,Bluefield State College,8560,20.4,6,1,139,679
178000,1780,Western Illinois University,16463,8.4,8,1,300,3571
299400,2994,Minot State University,9987,7.4,8,1,52,700
970400,9704,North Seattle College,5430,23.8,6,1,27,113
343500,3435,Lander University,13682,7.6,8,1,68,884
332917,3329,Pennsylvania State University-Penn State Wilkes-Barre,13977,5.1,8,1,983,19227
206800,2068,Coppin State University,8786,17,8,1,186,1094
297400,2974,University of North Carolina at Chapel Hill,10077,1.5,8,1,66,4176
157900,1579,Augusta University,13180,6.8,8,1,199,2887
181500,1815,Indiana University-Northwest,7374,12.3,8,1,195,1582
175900,1759,Southern Illinois University-Edwardsville,15360,6.3,8,1,224,3531
204000,2040,University of Maine at Farmington,14336,7,8,1,49,691
379802,3798,University of Washington-Bothell Campus,8940,2.5,8,1,221,8832
379800,3798,University of Washington-Seattle Campus,10068,2.5,8,1,221,8832
249000,2490,Missouri Western State University,9724,14.4,8,1,226,1560
127500,1275,San Diego Mesa College,7567,11.2,6,1,55,490
142800,1428,Delaware State University,12221,13.3,8,1,172,1292
4114300,41143,Nevada State College,12771,11.4,6,1,82,719
332909,3329,Pennsylvania State University-Penn State Hazleton,17866,5.1,8,1,983,19227
950700,9507,Georgia Highlands College,5688,14.4,6,1,204,1415
251600,2516,University of Missouri-Columbia,16317,4.1,8,1,254,6147
203300,2033,University of Maine at Presque Isle,10030,13.8,6,1,43,311
1036200,10362,College of Southern Nevada,7362,25,6,1,1177,4694
3957400,39574,New College of Florida,11933,9.4,8,1,11,116
965100,9651,Texas A & M International University,7021,9.5,8,1,144,1505
251700,2517,Missouri University of Science and Technology,13874,3.4,8,1,44,1260
266400,2664,Western New Mexico University,10605,19.1,8,1,145,758
110100,1101,University of Arkansas at Little Rock,12317,9.7,8,1,320,3280
108159,1081,Arizona State University-Skysong,12981,6.5,8,1,1210,18571
155800,1558,College of Coastal Georgia,10354,7.1,6,1,57,797
256800,2568,University of Nevada-Reno,15022,5.1,8,1,155,3032
720600,7206,University of Puerto Rico-Cayey,5369,4.4,6,1,5,113
315000,3150,Cameron University,9093,15.7,8,1,212,1345
954300,9543,Red Rocks Community College,7636,12.8,8,1,289,2249
359400,3594,University of North Texas,10424,7.1,8,1,616,8609
297200,2972,North Carolina State University at Raleigh,13066,2.8,8,1,149,5193
359200,3592,Midwestern State University,9777,6.4,8,1,89,1374
922600,9226,Francis Marion University,10070,3.9,8,1,49,1253
181300,1813,Indiana University-Purdue University-Indianapolis,10538,6.3,8,1,495,7801
290700,2907,University of North Carolina at Asheville,11571,5,8,1,43,844
378400,3784,Olympic College,5684,19.5,6,1,154,786
265300,2653,New Mexico Highlands University,9783,13,8,1,106,813
205300,2053,University of Maine,15763,6.7,8,1,168,2475
965200,9652,University of Puerto Rico-Ponce,6748,7.7,6,1,12,154
169300,1693,Northeastern Illinois University,15432,6.6,8,1,116,1755
979700,9797,Midland College,8579,17.5,6,1,24,137
119900,1199,Foothill College,6281,14.2,6,1,74,520
365800,3658,The University of Texas at Austin,16010,2.6,8,1,209,8035
152300,1523,Saint Johns River State College,6486,10.3,6,1,106,1025
1167800,11678,SUNY Polytechnic Institute,14410,3.9,8,1,24,604
396903,3969,University of Minnesota-Rochester,16247,2,8,1,188,8976
954400,9544,Spokane Falls Community College,5831,18.8,6,1,248,1318
367100,3671,Dixie State University,13071,12.2,8,1,234,1914
897600,8976,Clayton  State University,10330,7.7,8,1,188,2413
710800,7108,University of Puerto Rico-Rio Piedras,2048,8.4,8,1,100,1188
317000,3170,Oklahoma State University-Main Campus,13951,6.8,8,1,294,4275
152800,1528,St Petersburg College,7089,11.8,6,1,855,7230
332916,3329,Pennsylvania State University-Penn State Shenango,14104,5.1,8,1,983,19227
144100,1441,University of the District of Columbia,15153,15.1,8,1,223,1473
676000,6760,University of Maine at Augusta,8627,17,6,1,280,1642
934500,9345,Stockton University,14367,4.9,8,1,107,2150
128600,1286,Santa Monica College,7016,13.1,6,1,46,350
150000,1500,Broward College,8882,12.7,6,1,638,5022
238900,2389,University of Minnesota-Morris,11589,3.8,6,1,17,436
290500,2905,North Carolina A & T State University,9548,10.6,8,1,321,3024
152200,1522,South Florida State College,5114,12.9,6,1,21,162
149000,1490,Gulf Coast State College,4298,15.1,6,1,116,767
102000,1020,Jacksonville State University,12474,11.8,8,1,292,2454
141704,1417,University of Connecticut-Tri-Campus,6463,2.5,8,1,142,5492
158500,1585,University of North Georgia,9608,8.2,8,1,298,3604
375400,3754,Virginia Polytechnic Institute and State University,17190,1.8,8,1,84,4445
256900,2569,University of Nevada-Las Vegas,11432,7.4,8,1,368,4945
1081900,10819,Puerto Rico Conservatory of Music,4618,17.7,8,1,11,62
157400,1574,Georgia State University,14573,9.6,8,1,1285,13250
141705,1417,University of Connecticut-Avery Point,7273,2.5,8,1,142,5492
157100,1571,Georgia Military College,6210,17.3,6,1,588,3385
368000,3680,Weber State University,9321,7.3,8,1,284,3839
374700,3747,The University of Virginia's College at Wise,10132,10.2,6,1,49,478
151900,1519,Santa Fe College,7760,15.2,6,1,479,3140
307700,3077,Miami University-Oxford,20186,8,8,1,355,4416
180700,1807,Indiana State University,10681,11.9,8,1,415,3463
151400,1514,Polk State College,8512,16.1,6,1,178,1105
367900,3679,Snow College,9658,12.7,6,1,76,598
227000,2270,Henry Ford College,3246,20.5,6,1,1023,4981
147000,1470,Eastern Florida State College,5344,16.9,6,1,422,2497
148400,1484,Florida State College at Jacksonville,6608,13.5,6,1,755,5561
150200,1502,Lake-Sumter State College,4273,12.6,6,1,23,182
182700,1827,Purdue University-Calumet Campus,10012,8.8,8,1,277,3131
232600,2326,University of Michigan-Dearborn,11322,4.5,8,1,88,1933
108101,1081,Arizona State University-West,8692,6.5,8,1,1210,18571
253300,2533,Montana State University-Northern,10523,10.4,8,1,46,441
205400,2054,University of Southern Maine,15019,6.2,8,1,145,2321
162100,1621,Lewis-Clark State College,11296,12.8,6,1,152,1183
379801,3798,University of Washington-Tacoma Campus,8539,2.5,8,1,221,8832
153300,1533,Tallahassee Community College,4093,19.1,6,1,792,4143
167400,1674,Eastern Illinois University,14788,6.3,8,1,173,2704
300500,3005,University of North Dakota,14693,3.3,8,1,110,3318
180800,1808,University of Southern Indiana,11649,6.5,8,1,156,2400
381300,3813,Glenville State College,12048,17.2,6,1,67,389
240300,2403,Delta State University,12792,8.1,8,1,91,1120
182500,1825,Purdue University-Main Campus,11693,2.6,8,1,143,5377
354100,3541,Angelo State University,10943,9.3,8,1,170,1813
150600,1506,Miami Dade College,7675,11.3,6,1,485,4269
379200,3792,Skagit Valley College,8159,15.7,6,1,55,349
111800,1118,Bakersfield College,4409,22.5,6,1,87,386
363100,3631,Tarleton State University,10615,8.4,8,1,300,3531
307702,3077,Miami University-Hamilton,9649,8,8,1,355,4416
141702,1417,University of Connecticut-Stamford,7380,2.5,8,1,142,5492
181700,1817,Indiana University-Southeast,10198,8.7,8,1,152,1747
156600,1566,Fort Valley State University,12484,14.2,8,1,179,1256
290600,2906,Appalachian State University,10167,4.2,8,1,145,3403
251900,2519,University of Missouri-St Louis,8774,7,8,1,248,3528
161600,1616,Boise State University,11711,6,8,1,291,4843
266300,2663,University of New Mexico-Main Campus,11230,12.4,8,1,771,6169
362400,3624,Stephen F Austin State University,11987,9,8,1,317,3519
331700,3317,Cheyney University of Pennsylvania,12013,28,8,1,118,420
361200,3612,University of Houston-Downtown,6450,6.2,8,1,210,3340
258901,2589,University of New Hampshire at Manchester,15489,2.3,8,1,88,3821
1212300,12123,University of Puerto Rico-Aguadilla,2033,9,6,1,18,199
147500,1475,Daytona State College,4364,13.8,6,1,477,3453
3483500,34835,Cascadia College,8201,5.8,6,1,13,224
115300,1153,California State University-Northridge,6574,5.4,8,1,413,7546
223700,2237,Alpena Community College,3106,19.5,6,1,80,409
358100,3581,Lamar University,11755,7.4,8,1,345,4610
148100,1481,Florida Atlantic University,11303,5.8,8,1,355,6054
292800,2928,Fayetteville State University,5787,11,8,1,202,1836
400700,4007,Madison Area Technical College,10606,14.2,5,1,472,3302
307701,3077,Miami University-Middletown,10219,8,8,1,355,4416
305107,3051,Kent State University at Salem,8599,9.7,8,1,1097,11219
201100,2011,Louisiana State University-Alexandria,7981,10.2,6,1,60,586
251800,2518,University of Missouri-Kansas City,15368,7.2,8,1,248,3444
305102,3051,Kent State University at Stark,8069,9.7,8,1,1097,11219
182800,1828,Indiana University-Purdue University-Fort Wayne,7270,8.1,8,1,240,2930
771300,7713,Skyline College,4251,9.1,6,1,8,87
305106,3051,Kent State University at East Liverpool,9558,9.7,8,1,1097,11219
196800,1968,Kentucky State University,6503,17.2,8,1,158,917
111300,1113,Antelope Valley College,4646,26.9,6,1,442,1638
964700,9647,Oklahoma State University-Oklahoma City,5204,16.1,6,1,304,1884
305101,3051,Kent State University at Geauga,7662,9.7,8,1,1097,11219
305103,3051,Kent State University at Tuscarawas,8702,9.7,8,1,1097,11219
393500,3935,University of Guam,8265,9.5,8,1,50,523
153702,1537,University of South Florida-Sarasota-Manatee,5802,3.4,8,1,363,10483
305104,3051,Kent State University at Trumbull,8717,9.7,8,1,1097,11219
1099700,10997,East Georgia State College,4581,15,6,1,267,1776
2083900,20839,Northern New Mexico College,6271,22.3,6,1,21,94
149300,1493,Indian River State College,1235,17.5,6,1,247,1405
151300,1513,Pensacola State College,5156,19,6,1,120,631
305105,3051,Kent State University at Ashtabula,8411,9.7,8,1,1097,11219
321900,3219,Southern Oregon University,8939,8,8,1,124,1539
3234300,32343,Charter Oak State College,0,7.5,8,1,33,437
914500,9145,Governors State University,16143,6.1,8,1,102,1663
321001,3210,Oregon State University-Cascades Campus,16027,3.9,8,1,234,5949
